"ref_date","geo","dguid","building_type","total"
2018,"Saint-Jean-de-Matha, Municipalité, Quebec","2462015","Apartment",8
2018,"Saint-Jean-de-Matha, Municipalité, Quebec","2462015","Single",12
2018,"Saint-Jean-de-l'Île-d'Orléans, Municipalité, Quebec","2420015","Cottage",0
2018,"Saint-Jean-de-l'Île-d'Orléans, Municipalité, Quebec","2420015","Single",5
2018,"Saint-Jean-sur-Richelieu, Ville, Quebec","2456083","Apartment",350
2018,"Saint-Jean-sur-Richelieu, Ville, Quebec","2456083","Duplex",13
2018,"Saint-Jean-sur-Richelieu, Ville, Quebec","2456083","Mobile",0
2018,"Saint-Jean-sur-Richelieu, Ville, Quebec","2456083","Row",7
2018,"Saint-Jean-sur-Richelieu, Ville, Quebec","2456083","Single",152
2018,"Saint-Joseph-de-Beauce, Ville, Quebec","2427043","Apartment",1
2018,"Saint-Joseph-de-Beauce, Ville, Quebec","2427043","Cottage",0
2018,"Saint-Joseph-de-Beauce, Ville, Quebec","2427043","Duplex",4
2018,"Saint-Joseph-de-Beauce, Ville, Quebec","2427043","Single",14
2018,"Saint-Joseph-de-Coleraine, Municipalité, Quebec","2431045","Apartment",3
2018,"Saint-Joseph-de-Coleraine, Municipalité, Quebec","2431045","Cottage",1
2018,"Saint-Joseph-de-Coleraine, Municipalité, Quebec","2431045","Single",7
2018,"Saint-Joseph-du-Lac, Municipalité, Quebec","2472025","Apartment",4
2018,"Saint-Joseph-du-Lac, Municipalité, Quebec","2472025","Duplex",2
2018,"Saint-Joseph-du-Lac, Municipalité, Quebec","2472025","Row",3
2018,"Saint-Joseph-du-Lac, Municipalité, Quebec","2472025","Single",12
2018,"Saint-Jérôme, Ville, Quebec","2475017","Apartment",599
2018,"Saint-Jérôme, Ville, Quebec","2475017","Cottage",1
2018,"Saint-Jérôme, Ville, Quebec","2475017","Duplex",18
2018,"Saint-Jérôme, Ville, Quebec","2475017","Row",11
2018,"Saint-Jérôme, Ville, Quebec","2475017","Single",59
2018,"Saint-Lambert, Ville, Quebec","2458012","Apartment",56
2018,"Saint-Lambert, Ville, Quebec","2458012","Duplex",2
2018,"Saint-Lambert, Ville, Quebec","2458012","Row",0
2018,"Saint-Lambert, Ville, Quebec","2458012","Single",0
2018,"Saint-Lambert-de-Lauzon, Municipalité, Quebec","2426070","Apartment",10
2018,"Saint-Lambert-de-Lauzon, Municipalité, Quebec","2426070","Single",12
2018,"Saint-Laurent-de-l'Île-d'Orléans, Municipalité, Quebec","2420020","Apartment",1
2018,"Saint-Laurent-de-l'Île-d'Orléans, Municipalité, Quebec","2420020","Single",6
2018,"Saint-Lazare, Ville, Quebec","2471105","Apartment",0
2018,"Saint-Lazare, Ville, Quebec","2471105","Duplex",0
2018,"Saint-Lazare, Ville, Quebec","2471105","Row",0
2018,"Saint-Lazare, Ville, Quebec","2471105","Single",0
2018,"Saint-Lazare-de-Bellechasse, Municipalité, Quebec","2419050","Single",1
2018,"Saint-Liboire, Municipalité, Quebec","2454072","Apartment",0
2018,"Saint-Liboire, Municipalité, Quebec","2454072","Single",0
2018,"Saint-Liguori, Municipalité, Quebec","2463065","Single",0
2018,"Saint-Lin--Laurentides, Ville, Quebec","2463048","Apartment",92
2018,"Saint-Lin--Laurentides, Ville, Quebec","2463048","Mobile",0
2018,"Saint-Lin--Laurentides, Ville, Quebec","2463048","Single",72
2018,"Saint-Louis, Municipalité, Quebec","2454120","Single",0
2018,"Saint-Louis-de-Blandford, Municipalité, Quebec","2439170","Single",0
2018,"Saint-Louis-du-Ha! Ha!, Paroisse (municipalité de), Quebec","2413080","Single",1
2018,"Saint-Lucien, Municipalité, Quebec","2449030","Single",0
2018,"Saint-Léonard-de-Portneuf, Municipalité, Quebec","2434115","Cottage",0
2018,"Saint-Léonard-de-Portneuf, Municipalité, Quebec","2434115","Single",0
2018,"Saint-Majorique-de-Grantham, Paroisse (municipalité de), Quebec","2449095","Single",0
2018,"Saint-Malachie, Paroisse (municipalité de), Quebec","2419025","Cottage",0
2018,"Saint-Malachie, Paroisse (municipalité de), Quebec","2419025","Single",5
2018,"Saint-Marc-de-Figuery, Paroisse (municipalité de), Quebec","2488040","Single",0
2018,"Saint-Marc-des-Carrières, Ville, Quebec","2434065","Apartment",1
2018,"Saint-Marc-des-Carrières, Ville, Quebec","2434065","Single",7
2018,"Saint-Marc-sur-Richelieu, Municipalité, Quebec","2457050","Apartment",0
2018,"Saint-Marc-sur-Richelieu, Municipalité, Quebec","2457050","Single",3
2018,"Saint-Marcel-de-Richelieu, Municipalité, Quebec","2454125","Single",2
2018,"Saint-Martin, Paroisse (municipalité de), Quebec","2429045","Duplex",3
2018,"Saint-Martin, Paroisse (municipalité de), Quebec","2429045","Single",5
2018,"Saint-Mathias-sur-Richelieu, Municipalité, Quebec","2455065","Apartment",7
2018,"Saint-Mathias-sur-Richelieu, Municipalité, Quebec","2455065","Mobile",1
2018,"Saint-Mathias-sur-Richelieu, Municipalité, Quebec","2455065","Single",4
2018,"Saint-Mathieu, Municipalité, Quebec","2467005","Duplex",0
2018,"Saint-Mathieu, Municipalité, Quebec","2467005","Single",0
2018,"Saint-Mathieu-d'Harricana, Municipalité, Quebec","2488050","Apartment",0
2018,"Saint-Mathieu-d'Harricana, Municipalité, Quebec","2488050","Single",0
2018,"Saint-Mathieu-de-Beloeil, Municipalité, Quebec","2457045","Apartment",3
2018,"Saint-Mathieu-de-Beloeil, Municipalité, Quebec","2457045","Single",4
2018,"Saint-Mathieu-du-Parc, Municipalité, Quebec","2451070","Cottage",0
2018,"Saint-Mathieu-du-Parc, Municipalité, Quebec","2451070","Single",0
2018,"Saint-Maurice, Paroisse (municipalité de), Quebec","2437230","Single",14
2018,"Saint-Michel, Municipalité, Quebec","2468050","Apartment",31
2018,"Saint-Michel, Municipalité, Quebec","2468050","Single",6
2018,"Saint-Michel-des-Saints, Municipalité, Quebec","2462085","Apartment",2
2018,"Saint-Michel-des-Saints, Municipalité, Quebec","2462085","Cottage",3
2018,"Saint-Michel-des-Saints, Municipalité, Quebec","2462085","Single",27
2018,"Saint-Modeste, Municipalité, Quebec","2412020","Single",3
2018,"Saint-Narcisse, Paroisse (municipalité de), Quebec","2437240","Single",0
2018,"Saint-Narcisse-de-Rimouski, Paroisse (municipalité de), Quebec","2410015","Cottage",1
2018,"Saint-Narcisse-de-Rimouski, Paroisse (municipalité de), Quebec","2410015","Single",4
2018,"Saint-Nazaire, Municipalité, Quebec","2493045","Single",2
2018,"Saint-Norbert, Paroisse (municipalité de), Quebec","2452070","Single",2
2018,"Saint-Ours, Ville, Quebec","2453032","Apartment",0
2018,"Saint-Ours, Ville, Quebec","2453032","Duplex",0
2018,"Saint-Ours, Ville, Quebec","2453032","Single",0
2018,"Saint-Pacôme, Municipalité, Quebec","2414070","Single",1
2018,"Saint-Pascal, Ville, Quebec","2414018","Single",0
2018,"Saint-Patrice-de-Beaurivage, Municipalité, Quebec","2433025","Single",1
2018,"Saint-Patrice-de-Sherrington, Municipalité, Quebec","2468025","Single",0
2018,"Saint-Paul, Municipalité, Quebec","2461005","Apartment",12
2018,"Saint-Paul, Municipalité, Quebec","2461005","Single",30
2018,"Saint-Paul-d'Abbotsford, Municipalité, Quebec","2455015","Single",0
2018,"Saint-Paul-de-l'Île-aux-Noix, Municipalité, Quebec","2456035","Apartment",0
2018,"Saint-Paul-de-l'Île-aux-Noix, Municipalité, Quebec","2456035","Duplex",0
2018,"Saint-Paul-de-l'Île-aux-Noix, Municipalité, Quebec","2456035","Row",0
2018,"Saint-Paul-de-l'Île-aux-Noix, Municipalité, Quebec","2456035","Single",0
2018,"Saint-Paulin, Municipalité, Quebec","2451060","Apartment",0
2018,"Saint-Paulin, Municipalité, Quebec","2451060","Single",0
2018,"Saint-Philippe, Ville, Quebec","2467010","Apartment",30
2018,"Saint-Philippe, Ville, Quebec","2467010","Duplex",51
2018,"Saint-Philippe, Ville, Quebec","2467010","Row",3
2018,"Saint-Philippe, Ville, Quebec","2467010","Single",22
2018,"Saint-Pie, Ville, Quebec","2454008","Apartment",0
2018,"Saint-Pie, Ville, Quebec","2454008","Row",0
2018,"Saint-Pie, Ville, Quebec","2454008","Single",0
2018,"Saint-Pierre, Village, Quebec","2461020","Single",3
2018,"Saint-Pierre-de-l'Île-d'Orléans, Municipalité, Quebec","2420025","Duplex",0
2018,"Saint-Pierre-de-l'Île-d'Orléans, Municipalité, Quebec","2420025","Single",0
2018,"Saint-Pierre-les-Becquets, Municipalité, Quebec","2438065","Single",0
2018,"Saint-Placide, Municipalité, Quebec","2472043","Apartment",3
2018,"Saint-Placide, Municipalité, Quebec","2472043","Single",5
2018,"Saint-Polycarpe, Municipalité, Quebec","2471020","Apartment",0
2018,"Saint-Polycarpe, Municipalité, Quebec","2471020","Single",0
2018,"Saint-Prime, Municipalité, Quebec","2491035","Cottage",3
2018,"Saint-Prime, Municipalité, Quebec","2491035","Duplex",2
2018,"Saint-Prime, Municipalité, Quebec","2491035","Single",12
2018,"Saint-Prosper, Municipalité, Quebec","2428020","Single",14
2018,"Saint-Quentin, Town, New Brunswick","1314022","Cottage",0
2018,"Saint-Quentin, Town, New Brunswick","1314022","Single",3
2018,"Saint-Raphaël, Municipalité, Quebec","2419082","Apartment",3
2018,"Saint-Raphaël, Municipalité, Quebec","2419082","Cottage",1
2018,"Saint-Raphaël, Municipalité, Quebec","2419082","Duplex",2
2018,"Saint-Raphaël, Municipalité, Quebec","2419082","Single",5
2018,"Saint-Raymond, Ville, Quebec","2434128","Apartment",4
2018,"Saint-Raymond, Ville, Quebec","2434128","Cottage",8
2018,"Saint-Raymond, Ville, Quebec","2434128","Duplex",8
2018,"Saint-Raymond, Ville, Quebec","2434128","Single",73
2018,"Saint-René-de-Matane, Municipalité, Quebec","2408035","Cottage",0
2018,"Saint-René-de-Matane, Municipalité, Quebec","2408035","Mobile",0
2018,"Saint-Robert, Municipalité, Quebec","2453020","Single",3
2018,"Saint-Roch-de-Mékinac, Paroisse (municipalité de), Quebec","2435045","Single",0
2018,"Saint-Roch-de-Richelieu, Municipalité, Quebec","2453040","Apartment",0
2018,"Saint-Roch-de-Richelieu, Municipalité, Quebec","2453040","Single",0
2018,"Saint-Roch-de-l'Achigan, Municipalité, Quebec","2463035","Apartment",2
2018,"Saint-Roch-de-l'Achigan, Municipalité, Quebec","2463035","Single",21
2018,"Saint-Romain, Municipalité, Quebec","2430100","Cottage",0
2018,"Saint-Romain, Municipalité, Quebec","2430100","Single",0
2018,"Saint-Rosaire, Paroisse (municipalité de), Quebec","2439145","Single",7
2018,"Saint-Rémi, Ville, Quebec","2468055","Apartment",30
2018,"Saint-Rémi, Ville, Quebec","2468055","Row",6
2018,"Saint-Rémi, Ville, Quebec","2468055","Single",11
2018,"Saint-Samuel, Municipalité, Quebec","2439130","Single",0
2018,"Saint-Sauveur, Ville, Quebec","2477043","Apartment",63
2018,"Saint-Sauveur, Ville, Quebec","2477043","Duplex",9
2018,"Saint-Sauveur, Ville, Quebec","2477043","Single",57
2018,"Saint-Simon, Municipalité, Quebec","2454090","Single",0
2018,"Saint-Siméon, Municipalité, Quebec","2415058","Cottage",0
2018,"Saint-Siméon, Municipalité, Quebec","2415058","Single",0
2018,"Saint-Siméon, Paroisse (municipalité de), Quebec","2405055","Apartment",0
2018,"Saint-Siméon, Paroisse (municipalité de), Quebec","2405055","Single",0
2018,"Saint-Stanislas, Municipalité, Quebec","2437245","Single",3
2018,"Saint-Sulpice, Paroisse (municipalité de), Quebec","2460020","Apartment",0
2018,"Saint-Sulpice, Paroisse (municipalité de), Quebec","2460020","Single",0
2018,"Saint-Sylvestre, Municipalité, Quebec","2433007","Apartment",0
2018,"Saint-Sylvestre, Municipalité, Quebec","2433007","Single",0
2018,"Saint-Sylvère, Municipalité, Quebec","2438005","Single",2
2018,"Saint-Thomas, Municipalité, Quebec","2461027","Apartment",5
2018,"Saint-Thomas, Municipalité, Quebec","2461027","Single",4
2018,"Saint-Tite, Ville, Quebec","2435027","Apartment",0
2018,"Saint-Tite, Ville, Quebec","2435027","Cottage",0
2018,"Saint-Tite, Ville, Quebec","2435027","Single",3
2018,"Saint-Télesphore, Municipalité, Quebec","2471015","Single",0
2018,"Saint-Ubalde, Municipalité, Quebec","2434090","Cottage",1
2018,"Saint-Ulric, Municipalité, Quebec","2408073","Apartment",0
2018,"Saint-Valérien, Paroisse (municipalité de), Quebec","2410060","Cottage",0
2018,"Saint-Valérien, Paroisse (municipalité de), Quebec","2410060","Single",3
2018,"Saint-Valérien-de-Milton, Municipalité, Quebec","2454065","Single",0
2018,"Saint-Victor, Municipalité, Quebec","2427008","Apartment",0
2018,"Saint-Victor, Municipalité, Quebec","2427008","Cottage",0
2018,"Saint-Victor, Municipalité, Quebec","2427008","Single",0
2018,"Saint-Zotique, Municipalité, Quebec","2471025","Apartment",62
2018,"Saint-Zotique, Municipalité, Quebec","2471025","Duplex",37
2018,"Saint-Zotique, Municipalité, Quebec","2471025","Row",3
2018,"Saint-Zotique, Municipalité, Quebec","2471025","Single",37
2018,"Saint-Zénon, Municipalité, Quebec","2462080","Apartment",0
2018,"Saint-Zénon, Municipalité, Quebec","2462080","Cottage",0
2018,"Saint-Zénon, Municipalité, Quebec","2462080","Single",0
2018,"Saint-Zéphirin-de-Courval, Paroisse (municipalité de), Quebec","2450090","Apartment",1
2018,"Saint-Zéphirin-de-Courval, Paroisse (municipalité de), Quebec","2450090","Mobile",1
2018,"Saint-Zéphirin-de-Courval, Paroisse (municipalité de), Quebec","2450090","Single",1
2018,"Saint-Édouard-de-Fabre, Paroisse (municipalité de), Quebec","2485015","Single",0
2018,"Saint-Édouard-de-Maskinongé, Municipalité, Quebec","2451050","Single",1
2018,"Saint-Élie-de-Caxton, Municipalité, Quebec","2451075","Single",0
2018,"Saint-Éphrem-de-Beauce, Municipalité, Quebec","2429112","Apartment",0
2018,"Saint-Éphrem-de-Beauce, Municipalité, Quebec","2429112","Duplex",0
2018,"Saint-Éphrem-de-Beauce, Municipalité, Quebec","2429112","Single",0
2018,"Saint-Étienne-de-Beauharnois, Municipalité, Quebec","2470030","Apartment",0
2018,"Saint-Étienne-de-Beauharnois, Municipalité, Quebec","2470030","Duplex",0
2018,"Saint-Étienne-de-Beauharnois, Municipalité, Quebec","2470030","Single",0
2018,"Saint-Étienne-de-Bolton, Municipalité, Quebec","2445100","Single",9
2018,"Saint-Étienne-des-Grès, Paroisse (municipalité de), Quebec","2451090","Apartment",0
2018,"Saint-Étienne-des-Grès, Paroisse (municipalité de), Quebec","2451090","Single",0
2018,"Sainte-Adèle, Ville, Quebec","2477022","Apartment",36
2018,"Sainte-Adèle, Ville, Quebec","2477022","Single",45
2018,"Sainte-Agathe-des-Monts, Ville, Quebec","2478032","Apartment",0
2018,"Sainte-Agathe-des-Monts, Ville, Quebec","2478032","Single",0
2018,"Sainte-Anne-de-Beaupré, Ville, Quebec","2421030","Apartment",4
2018,"Sainte-Anne-de-Beaupré, Ville, Quebec","2421030","Single",1
2018,"Sainte-Anne-de-Bellevue, Ville, Quebec","2466117","Apartment",0
2018,"Sainte-Anne-de-Bellevue, Ville, Quebec","2466117","Row",0
2018,"Sainte-Anne-de-Bellevue, Ville, Quebec","2466117","Single",0
2018,"Sainte-Anne-de-Sabrevois, Paroisse (municipalité de), Quebec","2456060","Single",0
2018,"Sainte-Anne-de-Sorel, Municipalité, Quebec","2453065","Single",7
2018,"Sainte-Anne-de-la-Pocatière, Paroisse (municipalité de), Quebec","2414090","Single",1
2018,"Sainte-Anne-des-Lacs, Paroisse (municipalité de), Quebec","2477035","Apartment",5
2018,"Sainte-Anne-des-Lacs, Paroisse (municipalité de), Quebec","2477035","Single",19
2018,"Sainte-Anne-des-Monts, Ville, Quebec","2404037","Apartment",0
2018,"Sainte-Anne-des-Monts, Ville, Quebec","2404037","Cottage",3
2018,"Sainte-Anne-des-Monts, Ville, Quebec","2404037","Duplex",0
2018,"Sainte-Anne-des-Monts, Ville, Quebec","2404037","Single",8
2018,"Sainte-Anne-des-Plaines, Ville, Quebec","2473035","Apartment",113
2018,"Sainte-Anne-des-Plaines, Ville, Quebec","2473035","Row",18
2018,"Sainte-Anne-des-Plaines, Ville, Quebec","2473035","Single",15
2018,"Sainte-Apolline-de-Patton, Paroisse (municipalité de), Quebec","2418025","Cottage",0
2018,"Sainte-Apolline-de-Patton, Paroisse (municipalité de), Quebec","2418025","Single",0
2018,"Sainte-Aurélie, Municipalité, Quebec","2428015","Cottage",0
2018,"Sainte-Aurélie, Municipalité, Quebec","2428015","Single",0
2018,"Sainte-Barbe, Municipalité, Quebec","2469065","Apartment",12
2018,"Sainte-Barbe, Municipalité, Quebec","2469065","Single",10
2018,"Sainte-Brigitte-de-Laval, Ville, Quebec","2422045","Apartment",21
2018,"Sainte-Brigitte-de-Laval, Ville, Quebec","2422045","Cottage",1
2018,"Sainte-Brigitte-de-Laval, Ville, Quebec","2422045","Duplex",19
2018,"Sainte-Brigitte-de-Laval, Ville, Quebec","2422045","Row",3
2018,"Sainte-Brigitte-de-Laval, Ville, Quebec","2422045","Single",66
2018,"Sainte-Brigitte-des-Saults, Paroisse (municipalité de), Quebec","2449085","Single",0
2018,"Sainte-Béatrix, Municipalité, Quebec","2462020","Apartment",3
2018,"Sainte-Béatrix, Municipalité, Quebec","2462020","Cottage",2
2018,"Sainte-Béatrix, Municipalité, Quebec","2462020","Single",24
2018,"Sainte-Catherine, Ville, Quebec","2467030","Apartment",32
2018,"Sainte-Catherine, Ville, Quebec","2467030","Duplex",0
2018,"Sainte-Catherine, Ville, Quebec","2467030","Single",0
2018,"Sainte-Catherine-de-Hatley, Municipalité, Quebec","2445060","Apartment",6
2018,"Sainte-Catherine-de-Hatley, Municipalité, Quebec","2445060","Single",9
2018,"Sainte-Catherine-de-la-Jacques-Cartier, Ville, Quebec","2422005","Apartment",37
2018,"Sainte-Catherine-de-la-Jacques-Cartier, Ville, Quebec","2422005","Cottage",0
2018,"Sainte-Catherine-de-la-Jacques-Cartier, Ville, Quebec","2422005","Duplex",18
2018,"Sainte-Catherine-de-la-Jacques-Cartier, Ville, Quebec","2422005","Mobile",1
2018,"Sainte-Catherine-de-la-Jacques-Cartier, Ville, Quebec","2422005","Single",15
2018,"Sainte-Claire, Municipalité, Quebec","2419055","Apartment",6
2018,"Sainte-Claire, Municipalité, Quebec","2419055","Duplex",10
2018,"Sainte-Claire, Municipalité, Quebec","2419055","Single",15
2018,"Sainte-Clotilde, Municipalité, Quebec","2468020","Apartment",7
2018,"Sainte-Clotilde, Municipalité, Quebec","2468020","Cottage",1
2018,"Sainte-Clotilde, Municipalité, Quebec","2468020","Single",17
2018,"Sainte-Croix, Municipalité, Quebec","2433102","Apartment",0
2018,"Sainte-Croix, Municipalité, Quebec","2433102","Single",0
2018,"Sainte-Cécile-de-Milton, Municipalité, Quebec","2447055","Single",0
2018,"Sainte-Eulalie, Municipalité, Quebec","2450005","Apartment",0
2018,"Sainte-Eulalie, Municipalité, Quebec","2450005","Single",1
2018,"Sainte-Famille-de-l'Île-d'Orléans (prev: Sainte-Famille), Municipalité, Quebec","2420010","Apartment",1
2018,"Sainte-Famille-de-l'Île-d'Orléans (prev: Sainte-Famille), Municipalité, Quebec","2420010","Single",2
2018,"Sainte-Félicité, Municipalité, Quebec","2408023","Single",0
2018,"Sainte-Geneviève-de-Berthier, Municipalité, Quebec","2452040","Single",3
2018,"Sainte-Gertrude-Manneville, Municipalité, Quebec","2488085","Single",0
2018,"Sainte-Hélène-de-Bagot, Municipalité, Quebec","2454095","Apartment",0
2018,"Sainte-Hélène-de-Bagot, Municipalité, Quebec","2454095","Single",0
2018,"Sainte-Jeanne-d'Arc, Village, Quebec","2492015","Single",5
2018,"Sainte-Julie, Ville, Quebec","2459010","Apartment",0
2018,"Sainte-Julie, Ville, Quebec","2459010","Duplex",0
2018,"Sainte-Julie, Ville, Quebec","2459010","Row",0
2018,"Sainte-Julie, Ville, Quebec","2459010","Single",0
2018,"Sainte-Julienne, Municipalité, Quebec","2463060","Apartment",0
2018,"Sainte-Julienne, Municipalité, Quebec","2463060","Single",0
2018,"Sainte-Justine-de-Newton, Municipalité, Quebec","2471115","Single",4
2018,"Sainte-Luce, Municipalité, Quebec","2409092","Apartment",0
2018,"Sainte-Luce, Municipalité, Quebec","2409092","Single",0
2018,"Sainte-Lucie-des-Laurentides, Municipalité, Quebec","2478020","Apartment",0
2018,"Sainte-Lucie-des-Laurentides, Municipalité, Quebec","2478020","Single",0
2018,"Sainte-Madeleine, Village, Quebec","2454025","Apartment",0
2018,"Sainte-Madeleine, Village, Quebec","2454025","Single",0
2018,"Sainte-Marcelline-de-Kildare, Municipalité, Quebec","2462030","Single",0
2018,"Sainte-Marguerite, Paroisse (municipalité de), Quebec","2426035","Duplex",0
2018,"Sainte-Marguerite, Paroisse (municipalité de), Quebec","2426035","Single",0
2018,"Sainte-Marguerite-du-Lac-Masson, Ville, Quebec","2477012","Apartment",0
2018,"Sainte-Marguerite-du-Lac-Masson, Ville, Quebec","2477012","Single",0
2018,"Sainte-Marie, Ville, Quebec","2426030","Apartment",26
2018,"Sainte-Marie, Ville, Quebec","2426030","Cottage",0
2018,"Sainte-Marie, Ville, Quebec","2426030","Duplex",8
2018,"Sainte-Marie, Ville, Quebec","2426030","Single",33
2018,"Sainte-Marie-Madeleine, Paroisse (municipalité de), Quebec","2454030","Single",0
2018,"Sainte-Marthe, Municipalité, Quebec","2471110","Single",1
2018,"Sainte-Marthe-sur-le-Lac, Ville, Quebec","2472015","Apartment",0
2018,"Sainte-Marthe-sur-le-Lac, Ville, Quebec","2472015","Duplex",0
2018,"Sainte-Marthe-sur-le-Lac, Ville, Quebec","2472015","Single",0
2018,"Sainte-Martine, Municipalité, Quebec","2470012","Apartment",1
2018,"Sainte-Martine, Municipalité, Quebec","2470012","Duplex",4
2018,"Sainte-Martine, Municipalité, Quebec","2470012","Single",6
2018,"Sainte-Mélanie, Municipalité, Quebec","2461050","Apartment",0
2018,"Sainte-Mélanie, Municipalité, Quebec","2461050","Single",9
2018,"Sainte-Perpétue, Paroisse (municipalité de), Quebec","2450050","Single",4
2018,"Sainte-Pétronille, Village, Quebec","2420030","Single",1
2018,"Sainte-Sabine, Municipalité, Quebec","2446105","Apartment",0
2018,"Sainte-Sabine, Municipalité, Quebec","2446105","Single",0
2018,"Sainte-Sophie, Municipalité, Quebec","2475028","Apartment",100
2018,"Sainte-Sophie, Municipalité, Quebec","2475028","Single",60
2018,"Sainte-Sophie-d'Halifax, Municipalité, Quebec","2432023","Single",2
2018,"Sainte-Sophie-de-Lévrard, Paroisse (municipalité de), Quebec","2438040","Single",1
2018,"Sainte-Thècle, Municipalité, Quebec","2435050","Cottage",0
2018,"Sainte-Thècle, Municipalité, Quebec","2435050","Single",0
2018,"Sainte-Thérèse, Ville, Quebec","2473010","Apartment",148
2018,"Sainte-Thérèse, Ville, Quebec","2473010","Duplex",0
2018,"Sainte-Thérèse, Ville, Quebec","2473010","Single",4
2018,"Sainte-Thérèse-de-la-Gatineau, Municipalité, Quebec","2483055","Cottage",0
2018,"Sainte-Thérèse-de-la-Gatineau, Municipalité, Quebec","2483055","Single",0
2018,"Sainte-Ursule, Municipalité, Quebec","2451040","Mobile",1
2018,"Sainte-Ursule, Municipalité, Quebec","2451040","Single",3
2018,"Sainte-Victoire-de-Sorel, Municipalité, Quebec","2453025","Single",6
2018,"Sainte-Élizabeth-de-Warwick, Municipalité, Quebec","2439090","Single",0
2018,"Sainte-Émélie-de-l'Énergie, Municipalité, Quebec","2462070","Apartment",0
2018,"Sainte-Émélie-de-l'Énergie, Municipalité, Quebec","2462070","Single",0
2018,"Saints-Anges, Paroisse (municipalité de), Quebec","2426010","Duplex",0
2018,"Saints-Anges, Paroisse (municipalité de), Quebec","2426010","Single",0
2018,"Salaberry-de-Valleyfield, Ville, Quebec","2470052","Apartment",477
2018,"Salaberry-de-Valleyfield, Ville, Quebec","2470052","Duplex",34
2018,"Salaberry-de-Valleyfield, Ville, Quebec","2470052","Row",4
2018,"Salaberry-de-Valleyfield, Ville, Quebec","2470052","Single",47
2018,"Salisbury, Village, New Brunswick","1307028","Apartment",1
2018,"Salisbury, Village, New Brunswick","1307028","Mobile",5
2018,"Salisbury, Village, New Brunswick","1307028","Single",1
2018,"Salmo, Village, British Columbia","5903011","Apartment",1
2018,"Salmo, Village, British Columbia","5903011","Single",4
2018,"Salmon Arm, City, British Columbia","5939032","Apartment",74
2018,"Salmon Arm, City, British Columbia","5939032","Mobile",0
2018,"Salmon Arm, City, British Columbia","5939032","Single",106
2018,"Saltspring Island, Regional district electoral area, British Columbia","5917027","Apartment",17
2018,"Saltspring Island, Regional district electoral area, British Columbia","5917027","Cottage",5
2018,"Saltspring Island, Regional district electoral area, British Columbia","5917027","Mobile",11
2018,"Saltspring Island, Regional district electoral area, British Columbia","5917027","Single",138
2018,"Sarnia, City, Ontario","3538030","Apartment",46
2018,"Sarnia, City, Ontario","3538030","Duplex",10
2018,"Sarnia, City, Ontario","3538030","Row",6
2018,"Sarnia, City, Ontario","3538030","Single",87
2018,"Saskatchewan","47","Apartment",1199
2018,"Saskatchewan","47","Cottage",20
2018,"Saskatchewan","47","Duplex",154
2018,"Saskatchewan","47","Mobile",24
2018,"Saskatchewan","47","Row",384
2018,"Saskatchewan","47","Single",1482
2018,"Saskatoon, City, Saskatchewan","4711066","Apartment",611
2018,"Saskatoon, City, Saskatchewan","4711066","Duplex",66
2018,"Saskatoon, City, Saskatchewan","4711066","Mobile",2
2018,"Saskatoon, City, Saskatchewan","4711066","Row",70
2018,"Saskatoon, City, Saskatchewan","4711066","Single",611
2018,"Saugeen Shores, Town, Ontario","3541045","Apartment",67
2018,"Saugeen Shores, Town, Ontario","3541045","Duplex",4
2018,"Saugeen Shores, Town, Ontario","3541045","Row",35
2018,"Saugeen Shores, Town, Ontario","3541045","Single",109
2018,"Sault Ste. Marie, City, Ontario","3557061","Apartment",52
2018,"Sault Ste. Marie, City, Ontario","3557061","Row",-2
2018,"Sault Ste. Marie, City, Ontario","3557061","Single",29
2018,"Sayward, Village, British Columbia","5924039","Single",2
2018,"Schreiber, Township, Ontario","3558051","Cottage",0
2018,"Scotstown, Ville, Quebec","2441080","Single",0
2018,"Scott, Municipalité, Quebec","2426048","Apartment",0
2018,"Scott, Municipalité, Quebec","2426048","Duplex",0
2018,"Scott, Municipalité, Quebec","2426048","Mobile",0
2018,"Scott, Municipalité, Quebec","2426048","Single",0
2018,"Scugog, Township, Ontario","3518020","Apartment",3
2018,"Scugog, Township, Ontario","3518020","Single",41
2018,"Sechelt, District municipality, British Columbia","5929011","Apartment",10
2018,"Sechelt, District municipality, British Columbia","5929011","Duplex",2
2018,"Sechelt, District municipality, British Columbia","5929011","Single",57
2018,"Seguin, Township, Ontario","3549003","Apartment",4
2018,"Seguin, Township, Ontario","3549003","Cottage",36
2018,"Seguin, Township, Ontario","3549003","Single",15
2018,"Selkirk, City, Manitoba","4613047","Single",35
2018,"Selwyn, Township, Ontario","3515015","Apartment",1
2018,"Selwyn, Township, Ontario","3515015","Cottage",0
2018,"Selwyn, Township, Ontario","3515015","Single",60
2018,"Senneterre, Ville, Quebec","2489040","Apartment",0
2018,"Senneterre, Ville, Quebec","2489040","Single",0
2018,"Senneville, Village, Quebec","2466127","Single",0
2018,"Sept-Îles, Ville, Quebec","2497007","Apartment",0
2018,"Sept-Îles, Ville, Quebec","2497007","Cottage",3
2018,"Sept-Îles, Ville, Quebec","2497007","Duplex",1
2018,"Sept-Îles, Ville, Quebec","2497007","Single",7
2018,"Severn, Township, Ontario","3543015","Apartment",6
2018,"Severn, Township, Ontario","3543015","Cottage",8
